Marca,Cor,Vendedor,Produto,Tags,Preço Original,Preço Pix,Preço Parcelado,Quantidade de Parcelas
adidas Originals,Marrom,Dafiti,Tênis Feminino Adidas Originals Handball...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 899,99","R$ 845,98","R$ 899,98",10x
Moleca,Verde,Dafiti,Tênis Moleca Recorte Verde,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 169,90","R$ 109,99","R$ 117,01",1x
VIA UNO,Marrom,Dafiti,Bota Feminina VIA UNO Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 189,99","R$ 139,99","R$ 148,93",2x
VIA UNO,Preto,Dafiti,Sandália VIA UNO Suede Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,99","R$ 104,99","R$ 111,69",1x
Bebecê,Preto,Dafiti,Sapatilha Feminina Bebecê Detalhe Fivela Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 99,99","R$ 74,99","R$ 79,78",1x
VIA UNO,Preto,Dafiti,Rasteira Feminina VIA UNO Tiras Cruzadas...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,90","R$ 59,99","R$ 63,82",1x
Dakota,Marrom,Dafiti,Sandália Dakota Aplicação Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 200,00","R$ 139,99","R$ 148,93",2x
Santa Lolla,Preto,Dafiti,Scarpin Santa Lolla Liso Preto,"Calçados,Calçados Femininos,Scarpin","R$ 289,90","R$ 219,99","R$ 234,03",3x
Santa Lolla,Caramelo,Dafiti,Sandália Feminina Santa Lolla Salto Alto Caramelo,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Fino","R$ 199,90","R$ 149,99","R$ 159,56",2x
Jorge Bischoff,Marrom,Dafiti,Rasteira Jorge Bischoff Tiras Largas Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 349,00","R$ 119,99","R$ 127,65",2x
Modare,Bege,Dafiti,Rasteira Feminina Modare Tiras Fivela Bege,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,90","R$ 89,99","R$ 95,73",1x
Vans,Preto,Dafiti,Tênis Feminino Vans Estampa Onça Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 649,99","R$ 610,98","R$ 649,98",10x
Bottero,Marrom,Dafiti,Scarpin Feminino Bottero Salto Médio Vaz...,"Calçados,Calçados Femininos,Scarpin","R$ 299,99","R$ 159,99","R$ 170,20",2x
Arezzo,Cinza,Dafiti,Tênis Feminino Arezzo Casual Cinza e Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 179,90","R$ 169,10","R$ 179,89",3x
Vizzano,Off-white,Dafiti,Sandália Feminina Vizzano Plataforma Sal...,"Calçados,Calçados Femininos,Tamanco","R$ 169,99","R$ 119,99","R$ 127,65",2x
Bottero,Nude,Dafiti,Sandália Feminina Bottero Salto Médio Nude,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 269,99","R$ 199,99","R$ 212,76",3x
Vizzano,Marrom,Dafiti,Bota Feminina Vizzano Cano Baixo Salto Fino Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 219,90","R$ 149,99","R$ 159,56",2x
Via Marte,Bege,Dafiti,Tênis Feminino Via Marte Chunky Cadarço Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 279,99","R$ 189,99","R$ 202,12",3x
Bebecê,Off-white,Dafiti,Scarpin Bebecê Tira Hotfix Off-White,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 99,99","R$ 106,37",1x
VIA UNO,Preto,Dafiti,Sandália Via Uno Tiras Transpasse Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 119,99","R$ 89,99","R$ 95,73",1x
Santa Lolla,Preto,Dafiti,Sandália Feminina Santa Lolla Laço Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 289,90","R$ 199,99","R$ 212,76",3x
Bottero,Off-white,Dafiti,Tênis Bottero Recorte Off-White,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 269,99","R$ 199,99","R$ 212,76",3x
Moleca,Off-white,Dafiti,Sapatilha Feminina Moleca Detalhe Laço Off-White,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 59,90","R$ 39,99","R$ 42,54",1x
Bottero,Preto,Dafiti,Bota Cano Alto Feminina Bottero Preta,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 589,99","R$ 419,99","R$ 446,80",7x
Kolosh,Cinza,Dafiti,Tênis Slip On Kolosh Knit Cinza,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 179,99","R$ 109,99","R$ 117,01",1x
Kolosh,Branco,Dafiti,Slipper Kolosh Matelassê Branco,"Calçados,Calçados Femininos,Slippers","R$ 149,99","R$ 109,99","R$ 117,01",1x
Anacapri,Bege,Dafiti,Rasteira Feminina Anacapri Tachas Bege,"Calçados,Calçados Femininos,Rasteirinhas","R$ 149,99","R$ 109,99","R$ 117,01",1x
Santa Lolla,Caramelo,Dafiti,Mocassim Feminino Santa Lolla Bico Along...,"Calçados,Calçados Femininos,Mocassim","R$ 199,90","R$ 154,99","R$ 164,88",2x
Modare,Preto,Dafiti,Sandália Modare Tiras Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 149,90","R$ 109,99","R$ 117,01",1x
Santa Lolla,Preto,Dafiti,Sapatilha Mule Santa Lolla Tiras E Fivelas Preto,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 199,90","R$ 119,99","R$ 127,65",2x
Colcci,Vermelho,Dafiti,Chinelo Colcci Logo Vermelho,"Calçados,Calçados Femininos,Chinelos","R$ 79,99","R$ 39,99","R$ 42,54",1x
Santa Lolla,Branco,Dafiti,Tênis Feminino Santa Lolla Cadarço Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,90","R$ 129,99","R$ 138,29",2x
Jorge Bischoff,Azul Marinho,Dafiti,Sapatilha Slingback Feminina Jorge Bisch...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 470,00","R$ 284,99","R$ 303,18",5x
VIA UNO,Dourado,Dafiti,Sapatilha Feminina VIA UNO Laço Delicado Dourado,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 99,99","R$ 79,99","R$ 85,10",1x
Mooncity,Preto,Dafiti,Bota Mooncity Cano Alto Fivela Preta,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 239,99","R$ 184,99","R$ 196,80",3x
Anacapri,Branco,Dafiti,Tênis ANACAPRI Recorte Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 189,90","R$ 159,99","R$ 170,20",2x
Vizzano,Off-white,Dafiti,Sandália Feminina Vizzano Salto Médio Bl...,"Calçados,Calçados Femininos,Sandálias","R$ 129,90","R$ 69,99","R$ 74,46",1x
Santa Lolla,Bege,Dafiti,Tênis com Cadarço Feminino Santa Lolla C...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 269,90","R$ 189,99","R$ 202,12",3x
Lança Perfume,Preto,Dafiti,Bota Feminina Lança Perfume Cano Baixo Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 893,00","R$ 559,99","R$ 595,73",9x
Vizzano,Off-white,Dafiti,Rasteira Feminina Vizzano Tiras Pedraria Off-White,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,90","R$ 89,99","R$ 95,73",1x
Melissa,Preto,Dafiti,Sandália Feminina Melissa Tiras Slide Preta,"Calçados,Calçados Femininos,Sandálias","R$ 169,90","R$ 159,70","R$ 169,89",2x
Arezzo,Marrom,Dafiti,Scarpin Arezzo Bico Fino Salto Fino Warm Toffee,"Calçados,Calçados Femininos,Scarpin","R$ 379,99","R$ 357,19","R$ 379,99",6x
Colcci,Off-white,Dafiti,Chinelo Colcci Manila Off-White,"Calçados,Calçados Femininos,Chinelos","R$ 79,99","R$ 44,99","R$ 47,86",1x
Melissa,Marrom,Dafiti,Sandália Feminina Melissa Plataforma Ani...,"Calçados,Calçados Femininos,Sandálias","R$ 349,90","R$ 328,90","R$ 349,89",5x
Via Marte,Branco,Dafiti,Tênis Feminino Via Marte Detalhes Metali...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,99","R$ 139,99","R$ 148,93",2x
Jorge Bischoff,Marrom,Dafiti,Sandália Feminina Jorge Bischoff Salto B...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 549,00","R$ 249,99","R$ 265,95",4x
Jorge Bischoff,Marrom,Dafiti,Bota Feminina Jorge Bischoff Cano Baixo ...,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 999,00","R$ 429,99","R$ 457,44",7x
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Salto Alto com...,"Calçados,Calçados Femininos,Sandálias","R$ 179,90","R$ 99,99","R$ 106,37",1x
Via Marte,Preto,Dafiti,Tênis Feminino Via Marte Cadarço Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 189,99","R$ 139,99","R$ 148,93",2x
Bebecê,Branco,Dafiti,Sapatilha Feminina Bebecê Ponta Fina Branca,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 89,99","R$ 64,99","R$ 69,14",1x
Bebecê,Preto,Dafiti,Scarpin Feminino Bebecê Bico Fino Salto ...,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 119,99","R$ 127,65",2x
Jorge Bischoff,Bege,Dafiti,Tênis Feminino Jorge Bischoff Couro Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 599,00",N/A,"R$ 599,00",10x
adidas Originals,Azul,Dafiti,Tênis Unissex adidas Originals Gazelle I...,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 699,99","R$ 657,98","R$ 699,98",10x
Jorge Bischoff,Nude,Dafiti,Sandália Feminina Jorge Bischoff Salto Bloco Nude,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 429,00","R$ 259,99","R$ 276,59",4x
Vizzano,Off-white,Dafiti,Rasteira Feminina Vizzano Pedrarias Off-White,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,90","R$ 89,99","R$ 95,73",1x
Beira Rio,Branco,Dafiti,Tênis Feminino Beira Rio Cadarço Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 129,99","R$ 99,99","R$ 106,37",1x
adidas Originals,Preto,Dafiti,Tênis Unissex adidas Originals Handball ...,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 799,99","R$ 751,98","R$ 799,98",10x
Anacapri,Branco,Dafiti,Tênis ANACAPRI Recorte Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,90","R$ 109,99","R$ 117,01",1x
Modare,Marrom,Dafiti,Mocassim Feminino Modare Detalhe em Tira Marrom,"Calçados,Calçados Femininos,Mocassim","R$ 149,90","R$ 124,99","R$ 132,97",2x
Moleca,Marrom,Dafiti,Sapatilha Feminina Moleca Detalhe Frontal Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 99,90",N/A,"R$ 99,90",1x
Luiza Barcelos,Preto,Dafiti,Bota Over The Knee Luiza Barcelos Cano Alto Preta,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 1.299,90","R$ 1.221,90","R$ 1.299,89",10x
Modare,Marrom,Dafiti,Bota Feminina Modare Cano Curto Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 249,90","R$ 169,99","R$ 180,84",3x
Fila,Branco,Dafiti,Tênis Feminino Fila Runner 2k Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 499,99",N/A,"R$ 499,99",8x
Santa Lolla,Prata,Dafiti,Rasteira Feminina Santa Lolla Fechada Me...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 149,90","R$ 89,99","R$ 95,73",1x
Moleca,Dourado,Dafiti,Tênis Feminino Moleca Cadarço Sola Média...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 119,99",N/A,"R$ 119,99",2x
Kolosh,Preto,Dafiti,Tênis Feminino Kolosh Slip On Knit Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 179,99","R$ 129,99","R$ 138,29",2x
Jorge Bischoff,Caramelo,Dafiti,Scarpin Jorge Bischoff Recorte Caramelo,"Calçados,Calçados Femininos,Scarpin","R$ 589,00","R$ 259,99","R$ 276,59",4x
Vizzano,Bege,Dafiti,Tênis Vizzano Com Cadarço Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 119,99","R$ 54,99","R$ 58,50",1x
Modare,Preto,Dafiti,Mocassim Mule Modare Médio Preto,"Calçados,Calçados Femininos,Mocassim","R$ 139,99","R$ 109,99","R$ 117,01",1x
VIA UNO,Bege,Dafiti,Rasteira Via Uno Bege,"Calçados,Calçados Femininos,Rasteirinhas","R$ 84,99","R$ 44,99","R$ 47,86",1x
Jorge Bischoff,Preto,Dafiti,Mule Feminino Jorge Bischoff Fivela Croco Preto,"Calçados,Calçados Femininos,Mocassim","R$ 699,00","R$ 329,99","R$ 351,05",5x
Beira Rio,Caramelo,Dafiti,Mocassim Beira Rio Aplicação Caramelo,"Calçados,Calçados Femininos,Mocassim","R$ 129,90","R$ 54,99","R$ 58,50",1x
Vizzano,Rosa,Dafiti,Rasteira Vizzano Lisa Rosa,"Calçados,Calçados Femininos,Rasteirinhas","R$ 79,90","R$ 39,99","R$ 42,54",1x
Bottero,Caramelo,Dafiti,Sandália Feminina Bottero Salto Anabela Caramelo,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 299,99","R$ 199,99","R$ 212,76",3x
Moleca,Branco,Dafiti,Tênis Feminino Moleca Listras Branco e Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 139,90","R$ 69,99","R$ 74,46",1x
Santa Lolla,Preto,Dafiti,Sandália Feminina Santa Lolla Salto Taça...,"Calçados,Calçados Femininos,Sandálias","R$ 229,90","R$ 139,99","R$ 148,93",2x
Moleca,Nude,Dafiti,Rasteira Feminina Moleca Tira Pedraria Nude,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,90","R$ 79,99","R$ 85,10",1x
Vizzano,Marrom,Dafiti,Scarpin Feminino Vizzano Salto Médio Env...,"Calçados,Calçados Femininos,Scarpin","R$ 169,90","R$ 89,99","R$ 95,73",1x
Osklen,Off-white,Dafiti,Tênis Osklen Textil Off-White,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 547,00","R$ 379,99","R$ 404,24",6x
Santa Lolla,Marrom,Dafiti,Sandália Feminina Santa Lolla Tiras Baixa Marrom,"Calçados,Calçados Femininos,Sandálias","R$ 249,90","R$ 179,99","R$ 191,48",3x
Bottero,Caramelo,Dafiti,Bota Feminina Bottero Cano Baixo Salto Q...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 349,99","R$ 249,99","R$ 265,95",4x
Coca Cola,Preto,Dafiti,Tênis Feminino Coca Cola Urbano Retrô Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 189,90","R$ 99,99","R$ 106,37",1x
Moleca,Marrom,Dafiti,Tênis Feminino Moleca Cadarço Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 79,90","R$ 54,99","R$ 58,50",1x
Arezzo,Preto,Dafiti,Bota Feminina Arezzo Cano Baixo Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 559,90","R$ 526,30","R$ 559,89",9x
Santa Lolla,Preto,Dafiti,Sandália Feminina Santa Lolla Salto Bloc...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 229,90","R$ 149,99","R$ 159,56",2x
Bebecê,Verde,Dafiti,Sapatilha Feminina Bebecê Bico Fino Verde Oliva,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 89,99","R$ 69,99","R$ 74,46",1x
Moleca,Preto,Dafiti,Sapatilha Moleca Detalhe Metal Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 59,90","R$ 39,99","R$ 42,54",1x
Modare,Nude,Dafiti,Sandália Feminina Modare Salto Bloco Nude,"Calçados,Calçados Femininos,Tamanco","R$ 149,99","R$ 84,99","R$ 90,41",1x
Puma,Rosa,Dafiti,Tênis Puma Palermo Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 549,99","R$ 329,99","R$ 351,05",5x
Asics,Preto,Dafiti,Tênis Feminino Asics Novablast 5 Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 1.099,99","R$ 689,99","R$ 734,03",10x
Modare,Bege,Dafiti,Scarpin Mule Modare Bridão Bege,"Calçados,Calçados Femininos,Scarpin","R$ 149,90","R$ 109,99","R$ 117,01",1x
adidas Originals,Marrom,Dafiti,Tênis Feminino adidas Originals Sl 72 Og W Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 699,99","R$ 519,99","R$ 553,18",9x
Moleca,Off-white,Dafiti,Tênis Feminino Moleca Cadarço Off-White,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 139,90","R$ 99,99","R$ 106,37",1x
Beira Rio,Preto,Dafiti,Sandália Feminina Beira Rio Tiras Finas ...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,90","R$ 109,99","R$ 117,01",1x
Vizzano,Marrom,Dafiti,Bota Feminina Vizzano Cano Curto Salto B...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 259,90","R$ 199,99","R$ 212,76",3x
Bebecê,Bege,Dafiti,Sapatilha Feminina Bebecê Detalhe Croco Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 89,99",N/A,"R$ 89,99",1x
Bebecê,Preto,Dafiti,Scarpin Feminino Bebecê Salto Médio Preto,"Calçados,Calçados Femininos,Scarpin","R$ 119,99","R$ 89,99","R$ 95,73",1x
Lança Perfume,Preto,Dafiti,Sandália Feminina Lança Perfume Preta Sa...,"Calçados,Calçados Femininos,Sandálias","R$ 397,00","R$ 249,99","R$ 265,95",4x
Vizzano,Branco,Dafiti,Tênis Vizzano Animal Print Vaca Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 159,90","R$ 79,99","R$ 85,10",1x
Santa Lolla,Marrom,Dafiti,Tênis Feminino Santa Lolla Slip On Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 149,90","R$ 104,99","R$ 111,69",1x
Vans,Marrom,Dafiti,Tênis Unissex Vans Old Skool Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 379,99","R$ 357,19","R$ 379,99",6x
Santa Lolla,Prata,Dafiti,Rasteira Feminina Santa Lolla Esferas Me...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,90","R$ 104,99","R$ 111,69",1x
Bebecê,Preto,Dafiti,Sandália Anabela Bebecê Lisa Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 109,99","R$ 84,99","R$ 90,41",1x
Dakota,Marrom,Dafiti,Bota Cano Baixo Feminina Dakota Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 219,99","R$ 139,99","R$ 148,93",2x
Vizzano,Marrom,Dafiti,Rasteira Feminina Vizzano Tachas Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 149,90","R$ 109,99","R$ 117,01",1x
Bottero,Off-white,Dafiti,Scarpin Feminino Bottero Couro Salto Méd...,"Calçados,Calçados Femininos,Scarpin","R$ 329,99",N/A,"R$ 329,99",5x
Via Marte,Nude,Dafiti,Sandália Feminina Via Marte Salto Bloco ...,"Calçados,Calçados Femininos,Sandálias","R$ 229,99","R$ 129,99","R$ 138,29",2x
Beira Rio,Preto,Dafiti,Sandália Feminina Beira Rio Salto Grosso...,"Calçados,Calçados Femininos,Sandálias","R$ 139,90","R$ 59,99","R$ 63,82",1x
Vans,Preto,Dafiti,Tênis Unissex Vans Ua Mte Ultrarange 2.0 Rw Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 699,99","R$ 657,98","R$ 699,98",10x
Arezzo,Marrom,Dafiti,Sandália Média Arezzo Tiras Nó Salto Blo...,"Calçados,Calçados Femininos,Sandálias","R$ 319,99","R$ 300,79","R$ 319,99",5x
Modare,Preto,Dafiti,Tênis Feminino Modare Casual Detalhe Cos...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 149,90","R$ 104,99","R$ 111,69",1x
Modare,Marrom,Dafiti,Sapatilha Feminina Modare Bico Fino Fivela Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 139,90","R$ 99,99","R$ 106,37",1x
Vizzano,Caramelo,Dafiti,Sandália Feminina Vizzano Plataforma Sal...,"Calçados,Calçados Femininos,Sandálias","R$ 129,90","R$ 89,99","R$ 95,73",1x
Beira Rio,Marrom,Dafiti,Scarpin Feminino Beira Rio Bico Fino Det...,"Calçados,Calçados Femininos,Scarpin","R$ 159,99","R$ 94,99","R$ 101,05",1x
VIA UNO,Marrom,Dafiti,Sandália Feminina VIA UNO Salto Anabela Marrom,"Calçados,Calçados Femininos,Tamanco","R$ 139,99","R$ 89,99","R$ 95,73",1x
Melissa,Bege,Dafiti,Sandália Feminina Melissa Média Bege,"Calçados,Calçados Femininos,Sandálias,Sandália Plataforma","R$ 299,90","R$ 281,90","R$ 299,89",5x
Modare,Laranja,Dafiti,Scarpin Slingback Modare Bridão Laranja,"Calçados,Calçados Femininos,Scarpin","R$ 159,90","R$ 99,99","R$ 106,37",1x
Anacapri,Bege,Dafiti,Rasteira Feminina Anacapri Aberta Bege,"Calçados,Calçados Femininos,Rasteirinhas","R$ 149,90","R$ 89,99","R$ 95,73",1x
Bottero,Caramelo,Dafiti,Tamanco Feminino Bottero Salto Bloco Tac...,"Calçados,Calçados Femininos,Scarpin","R$ 369,99","R$ 199,99","R$ 212,76",3x
Kolosh,Branco,Dafiti,Tênis Kolosh Matelassê Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 169,99","R$ 124,99","R$ 132,97",2x
Kolosh,Branco,Dafiti,Tênis Slip On Kolosh Recorte Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 189,99","R$ 129,99","R$ 138,29",2x
Vizzano,Nude,Dafiti,Tênis Vizzano Recortes Nude,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 169,99","R$ 119,99","R$ 127,65",2x
Modare,Off-white,Dafiti,Scarpin Modare Médio Liso Off-White,"Calçados,Calçados Femininos,Scarpin","R$ 179,90","R$ 119,99","R$ 127,65",2x
Via Marte,Marrom,Dafiti,Tênis Feminino Via Marte Marrom com Cada...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 239,99","R$ 129,99","R$ 138,29",2x
adidas Sportswear,Bege,Dafiti,Tênis Feminino Adidas Sportswear Lightbl...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 699,99","R$ 539,99","R$ 574,46",9x
Modare,Marrom,Dafiti,Scarpin Feminino Modare Slingback Salto ...,"Calçados,Calçados Femininos,Scarpin","R$ 159,90","R$ 109,99","R$ 117,01",1x
VIA UNO,Marrom,Dafiti,Rasteira Feminina VIA UNO Tiras Cruzadas Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,90","R$ 59,99","R$ 63,82",1x
Moleca,Prata,Dafiti,Tênis Feminino Moleca Metalizado Prata,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 119,99","R$ 94,99","R$ 101,05",1x
Colcci,Bege,Dafiti,Rasteira Feminina Colcci Tiras Cruzadas Bege,"Calçados,Calçados Femininos,Rasteirinhas","R$ 189,99","R$ 109,99","R$ 117,01",1x
Modare,Caramelo,Dafiti,Scarpin Modare Matelassê Caramelo,"Calçados,Calçados Femininos,Scarpin","R$ 139,90","R$ 104,99","R$ 111,69",1x
Bebecê,Bege,Dafiti,Sapatilha Feminina Bebecê Bico Fino Fivela Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 89,99","R$ 74,99","R$ 79,78",1x
Santa Lolla,Preto,Dafiti,Scarpin Feminino Santa Lolla Bico Fino Couro Preto,"Calçados,Calçados Femininos,Scarpin","R$ 329,90","R$ 249,99","R$ 265,95",4x
Vizzano,Azul Marinho,Dafiti,Scarpin Feminino Vizzano Bico Fino Azul Marinho,"Calçados,Calçados Femininos,Scarpin","R$ 169,90","R$ 119,99","R$ 127,65",2x
VIA UNO,Marrom,Dafiti,Scarpin VIA UNO Salto Alto Marrom,"Calçados,Calçados Femininos,Scarpin","R$ 159,99","R$ 119,99","R$ 127,65",2x
Bebecê,Preto,Dafiti,Scarpin Bebecê Nobuck Preto,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 94,99","R$ 101,05",1x
Anacapri,Marrom,Dafiti,Rasteira Feminina Anacapri Tiras Cruzadas Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,90","R$ 99,99","R$ 106,37",1x
Kolosh,Preto,Dafiti,Tênis Kolosh Logo Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,99","R$ 119,99","R$ 127,65",2x
Arezzo,Marrom,Dafiti,Mocassim Arezzo Solado Tratorado Warm Caramel,"Calçados,Calçados Femininos,Mocassim","R$ 439,99","R$ 413,59","R$ 439,99",7x
Jorge Bischoff,Bege,Dafiti,Bota Feminina Jorge Bischoff Cano Baixo Bege,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 1.199,00","R$ 499,99","R$ 531,90",8x
Santa Lolla,Vinho,Dafiti,Tênis Feminino Santa Lolla Cadarço Têxtil Vinho,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,90",N/A,"R$ 299,90",5x
Jorge Bischoff,Nude,Dafiti,Sandália Jorge Bischoff Texturizada Snake Nude,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 599,00","R$ 219,99","R$ 234,03",3x
VIA UNO,Rosê,Dafiti,Rasteira Feminina Via Uno Tiras Brilhantes Rosê,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,99","R$ 74,99","R$ 79,78",1x
VIA UNO,Caramelo,Dafiti,Rasteira Via Uno Corrente Caramelo,"Calçados,Calçados Femininos,Rasteirinhas","R$ 89,99","R$ 59,99","R$ 63,82",1x
Lança Perfume,Preto,Dafiti,Bota Feminina Lança Perfume Cano Baixo S...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 793,00","R$ 489,99","R$ 521,27",8x
Modare,Marrom,Dafiti,Sandália Feminina Modare Salto Anabela Marrom,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 169,90","R$ 109,99","R$ 117,01",1x
